glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a
CySmSoftSgn.sc,uni044C.sc,41120.1,41120.1,smcp,smcp,,044C,044C
CySmSemisoftSgn.sc,uni048D.sc,41120.2,41120.2,smcp,smcp,,048D,048D
CySmHardSgn.sc,uni044A.sc,41120.3,41120.3,smcp,smcp,,044A,044A
CySmYeruDiaer.sc,uni04F9.sc,41120.36,41120.36,smcp,smcp,,04F9,04F9
CySmYat.sc,uni0463.sc,41120.4,41120.4,smcp,smcp,,0463,0463
CySmYeru.sc,uni044B.sc,41120.5,41120.5,smcp,smcp,,044B,044B
CySmVe.sc,uni0432.sc,41120.7,41120.7,smcp,smcp,,0432,0432
LtnSmBHook.TopBar.sc,uni0253.TopBar.sc,41150.841,41150.841,smcp,smcp,,0253,0253
LtnSmBeta.sc,uniA7B5.sc,41193.1,41193.1,smcp,smcp,,A7B5,A7B5
LtnSmC.sc,c.sc,41200.1,41200.1,smcp,smcp,,0063,0063
CySmEs.sc,uni0441.sc,41200.15,41200.15,smcp,smcp,,0441,0441
LtnSmCAcute.sc,cacute.sc,41200.311,41200.311,smcp,smcp,,0107,0107
LtnSmCCircum.sc,ccircumflex.sc,41200.32,41200.32,smcp,smcp,,0109,0109
LtnSmCCaron.sc,ccaron.sc,41200.334,41200.334,smcp,smcp,,010D,010D
LtnSmCDotAbv.sc,cdotaccent.sc,41200.371,41200.371,smcp,smcp,,010B,010B
LtnSmCCedilla.sc,ccedilla.sc,41200.61,41200.61,smcp,smcp,,00E7,00E7
LtnSmCCedillaAcute.sc,uni1E09.sc,41200.61311,41200.61311,smcp,smcp,,1E09,1E09
CySmEsDesc.sc,uni04AB.sc,41200.62,41200.62,smcp,smcp,,04AB,04AB
LtnSmCBar.sc,uniA793.sc,41200.72,41200.72,smcp,smcp,,A793,A793
LtnSmCStrk.sc,uni023C.sc,41200.75,41200.75,smcp,smcp,,023C,023C
LtnSmCHook.sc,uni0188.sc,41200.82,41200.82,smcp,smcp,,0188,0188
LtnSmOpnO.sc,uni0254.sc,41210.1,41210.1,smcp,smcp,,0254,0254
LtnSmOpnO.TopSerif.sc,uni0254.TopSerif.sc,41210.29,41210.29,smcp,smcp,,0254,0254
LtnSmRevCMiddleDot.sc,uniA73F.sc,41215.771,41215.771,smcp,smcp,,A73F,A73F
CySmUkrainIe.sc,uni0454.sc,41240.1,41240.1,smcp,smcp,,0454,0454
CySmE.sc,uni044D.sc,41240.2,41240.2,smcp,smcp,,044D,044D
CySmEDiaer.sc,uni04ED.sc,41240.236,41240.236,smcp,smcp,,04ED,04ED
CySmE.MongolStyle.sc,uni044D.MongolStyle.sc,41240.3,41240.3,smcp,smcp,,044D,044D
LtnSmCPalHook.sc,uniA794.sc,41250.65,41250.65,smcp,smcp,,A794,A794
LtnSmD.sc,d.sc,41300.1,41300.1,smcp,smcp,,0064,0064
CySmKomiDe.sc,uni0501.sc,41300.15,41300.15,smcp,smcp,,0501,0501
CySmKomiDje.sc,uni0503.sc,41300.1586,41300.1586,smcp,smcp,,0503,0503
LtnSmDCaron.Caron.sc,dcaron.Caron.sc,41300.334,41300.334,smcp,smcp,,010F,010F
LtnSmDDotAbv.sc,uni1E0B.sc,41300.3717,41300.3717,smcp,smcp,,1E0B,1E0B
LtnSmDCircumBlw.sc,uni1E13.sc,41300.42,41300.42,smcp,smcp,,1E13,1E13
LtnSmDLineBlw.sc,uni1E0F.sc,41300.45,41300.45,smcp,smcp,,1E0F,1E0F
LtnSmDDotBlw.sc,uni1E0D.sc,41300.471,41300.471,smcp,smcp,,1E0D,1E0D
LtnSmDCedilla.sc,uni1E11.sc,41300.473,41300.473,smcp,smcp,,1E11,1E11
LtnSmDCaron.sc,dcaron.sc,41300.52,41300.52,smcp,smcp,,010F,010F
LtnSmDBarredStem.BarBowl.sc,dcroat.BarBowl.sc,41300.71,41300.71,smcp,smcp,,0111,0111
LtnSmDBarredStem.sc,dcroat.sc,41300.72,41300.72,smcp,smcp,,0111,0111
LtnSmDHook.sc,uni0257.sc,41300.81,41300.81,smcp,smcp,,0257,0257
LtnSmDHook.TopBar.sc,uni0257.TopBar.sc,41300.82,41300.82,smcp,smcp,,0257,0257
LtnSmDTail.sc,uni0256.sc,41300.86,41300.86,smcp,smcp,,0256,0256
LtnSmDTopbar.sc,uni018C.sc,41309.1,41309.1,smcp,smcp,,018C,018C
LtnSmDz.sc,uni01F3.sc,41311.1,41311.1,smcp,smcp,,01F3,01F3
LtnSmDzCaron.sc,uni01C6.sc,41311.334,41311.334,smcp,smcp,,01C6,01C6
LtnSmEth.sc,eth.sc,41340.1,41340.1,smcp,smcp,,00F0,00F0
LtnCapDSmZ.sc,uni01F2.sc,41360.1,41360.1,smcp,smcp,,01F2,01F2
LtnCapDSmZCaron.sc,uni01C5.sc,41360.334,41360.334,smcp,smcp,,01C5,01C5
LtnCapDSmZCaron.LP.sc,uni01C5.LP.sc,41360.3347,41360.3347,smcp,,,01C5,
LtnSmE.sc,e.sc,41400.1,41400.1,smcp,smcp,,0065,0065
CySmIe.sc,uni0435.sc,41400.15,41400.15,smcp,smcp,,0435,0435
LtnSmEAcute.sc,eacute.sc,41400.311,41400.311,smcp,smcp,,00E9,00E9
LtnSmEGrave.sc,egrave.sc,41400.313,41400.313,smcp,smcp,,00E8,00E8
CySmIeGrave.sc,uni0450.sc,41400.31315,41400.31315,smcp,smcp,,0450,0450
LtnSmEDblGrave.sc,uni0205.sc,41400.314,41400.314,smcp,smcp,,0205,0205
LtnSmECircum.sc,ecircumflex.sc,41400.32,41400.32,smcp,smcp,,00EA,00EA
LtnSmECircumAcute.sc,uni1EBF.sc,41400.32311,41400.32311,smcp,smcp,,1EBF,1EBF
LtnSmECircumAcute.VN.sc,uni1EBF.VN.sc,41400.32311,41400.32311,smcp,smcp,,1EBF,1EBF
LtnSmECircumGrave.sc,uni1EC1.sc,41400.32313,41400.32313,smcp,smcp,,1EC1,1EC1
LtnSmECircumGrave.VN.sc,uni1EC1.VN.sc,41400.32313,41400.32313,smcp,smcp,,1EC1,1EC1
LtnSmECircumTilde.sc,uni1EC5.sc,41400.3234,41400.3234,smcp,smcp,,1EC5,1EC5
LtnSmECircumTilde.VN.sc,uni1EC5.VN.sc,41400.32341,41400.32341,smcp,smcp,,1EC5,1EC5
LtnSmECircumHookAbv.sc,uni1EC3.sc,41400.3238,41400.3238,smcp,smcp,,1EC3,1EC3
LtnSmECircumHookAbv.VN.sc,uni1EC3.VN.sc,41400.32381,41400.32381,smcp,smcp,,1EC3,1EC3
LtnSmECircumDotBlw.sc,uni1EC7.sc,41400.32471,41400.32471,smcp,smcp,,1EC7,1EC7
LtnSmEInvBreve.sc,uni0207.sc,41400.331,41400.331,smcp,smcp,,0207,0207
LtnSmEBreve.sc,ebreve.sc,41400.332,41400.332,smcp,smcp,,0115,0115
CySmIeBreve.sc,uni04D7.sc,41400.33215,41400.33215,smcp,smcp,,04D7,04D7
LtnSmECaron.sc,ecaron.sc,41400.333,41400.333,smcp,smcp,,011B,011B
LtnSmETilde.sc,uni1EBD.sc,41400.34,41400.34,smcp,smcp,,1EBD,1EBD
LtnSmEMacron.sc,emacron.sc,41400.35,41400.35,smcp,smcp,,0113,0113
LtnSmEMacronAcute.sc,uni1E17.sc,41400.35311,41400.35311,smcp,smcp,,1E17,1E17
LtnSmEMacronGrave.sc,uni1E15.sc,41400.35313,41400.35313,smcp,smcp,,1E15,1E15
LtnSmEDiaer.sc,edieresis.sc,41400.36,41400.36,smcp,smcp,,00EB,00EB
CySmIo.sc,uni0451.sc,41400.3615,41400.3615,smcp,smcp,,0451,0451
LtnSmEDotAbv.sc,edotaccent.sc,41400.371,41400.371,smcp,smcp,,0117,0117
LtnSmEHookAbv.sc,uni1EBB.sc,41400.38,41400.38,smcp,smcp,,1EBB,1EBB
LtnSmECircumBlw.sc,uni1E19.sc,41400.42,41400.42,smcp,smcp,,1E19,1E19
LtnSmETildeBlw.sc,uni1E1B.sc,41400.44,41400.44,smcp,smcp,,1E1B,1E1B
LtnSmEDotBlw.sc,uni1EB9.sc,41400.471,41400.471,smcp,smcp,,1EB9,1EB9
LtnSmECedilla.sc,uni0229.sc,41400.61,41400.61,smcp,smcp,,0229,0229
LtnSmECedillaBreve.sc,uni1E1D.sc,41400.61332,41400.61332,smcp,smcp,,1E1D,1E1D
LtnSmEOgonek.sc,eogonek.sc,41400.62,41400.62,smcp,smcp,,0119,0119
LtnSmEOgonek.RetroHook.sc,eogonek.RetroHook.sc,41400.63,41400.63,smcp,smcp,,0119,0119
LtnSmEStrk.sc,uni0247.sc,41400.75,41400.75,smcp,smcp,,0247,0247
CySmAbkhasChe.sc,uni04BD.sc,41410.1,41410.1,smcp,smcp,,04BD,04BD
CySmAbkhasCheDesc.sc,uni04BF.sc,41410.89,41410.89,smcp,smcp,,04BF,04BF
LtnSmSchwa.sc,uni0259.sc,41420.11,41420.11,smcp,smcp,,0259,0259
CySmSchwa.sc,uni04D9.sc,41420.15,41420.15,smcp,smcp,,04D9,04D9
CySmSchwaDiaer.sc,uni04DB.sc,41420.36,41420.36,smcp,smcp,,04DB,04DB
LtnSmRevE.sc,uni01DD.sc,41425.1,41425.1,smcp,smcp,,01DD,01DD
LtnSmOpnE.sc,uni025B.sc,41430.1,41430.1,smcp,smcp,,025B,025B
LtnSmRevOpnE.sc,uni025C.sc,41431.1,41431.1,smcp,smcp,,025C,025C
CySmRevZe.sc,uni0511.sc,41435.1,41435.1,smcp,smcp,,0511,0511
CySmZe.sc,uni0437.sc,41440.1,41440.1,smcp,smcp,,0437,0437
CySmZeDiaer.sc,uni04DF.sc,41440.36,41440.36,smcp,smcp,,04DF,04DF
CySmZeDesc.sc,uni0499.sc,41440.89,41440.89,smcp,smcp,,0499,0499
CySmKomiDzje.sc,uni0507.sc,41441.1,41441.1,smcp,smcp,,0507,0507
CySmKomiZje.sc,uni0505.sc,41442.1,41442.1,smcp,smcp,,0505,0505
LtnSmF.sc,f.sc,41500.1,41500.1,smcp,smcp,,0066,0066
LtnSmFDotAbv.sc,uni1E1F.sc,41500.371,41500.371,smcp,smcp,,1E1F,1E1F
LtnSmFHook.sc,florin.sc,41500.85,41500.85,smcp,smcp,,0192,0192
LtnSmFHookStrk.sc,uniA799.sc,41500.9,41500.9,smcp,smcp,,A799,A799
LtnLigSmFSmI.sc,f_i.sc,41510.1,41510.1,smcp,smcp,,0066 0069 ,0066 0069
LtnLigSmFSmI.SItal.sc,f_i.SItal.sc,41510.11,41510.11,smcp,smcp,,0066 0069 ,0066 0069
LtnLigSmFSmL.sc,f_l.sc,41512.1,41512.1,smcp,smcp,,0066 006C ,0066 006C
LtnLigSmFSmL.SItal.sc,f_l.SItal.sc,41512.11,41512.11,smcp,smcp,,0066 006C ,0066 006C
LtnLigSmFSmFSmI.sc,f_f_i.sc,41514.1,41514.1,smcp,smcp,,0066 0066 0069,0066 0066 0069
LtnLigSmFSmFSmI.SItal.sc,f_f_i.SItal.sc,41514.11,41514.11,smcp,smcp,,0066 0066 0069,0066 0066 0069
LtnLigSmFSmFSmL.sc,f_f_l.sc,41516.1,41516.1,smcp,smcp,,0066 0066 006C,0066 0066 006C
LtnLigSmFSmFSmL.SItal.sc,f_f_l.SItal.sc,41516.11,41516.11,smcp,smcp,,0066 0066 006C,0066 0066 006C
LtnLigSmFSmF.sc,f_f.sc,41518.1,41518.1,smcp,smcp,,0066 0066 ,0066 0066
LtnLigSmFSmF.SItal.sc,f_f.SItal.sc,41518.11,41518.11,smcp,smcp,,0066 0066 ,0066 0066
CySmGhe.sc,uni0433.sc,41540.1,41540.1,smcp,smcp,,0433,0433
CySmGje.sc,uni0453.sc,41540.2,41540.2,smcp,smcp,,0453,0453
CySmGheUpturn.sc,uni0491.sc,41540.3,41540.3,smcp,smcp,,0491,0491
CySmGheDesc.sc,uni04F7.sc,41540.4,41540.4,smcp,smcp,,04F7,04F7
CySmGheStrk.sc,uni0493.sc,41540.5,41540.5,smcp,smcp,,0493,0493
CySmGheStrkDesc.sc,uniF327.sc,41540.6,41540.6,smcp,smcp,,F327,F327
CySmGheStrkHook.sc,uni04FB.sc,41540.7,41540.7,smcp,smcp,,04FB,04FB
LtnSmG.sc,g.sc,41600.1,41600.1,smcp,smcp,,0067,0067
LtnSmGAcute.sc,uni01F5.sc,41600.311,41600.311,smcp,smcp,,01F5,01F5
LtnSmGCircum.sc,gcircumflex.sc,41600.32,41600.32,smcp,smcp,,011D,011D
LtnSmGBreve.sc,gbreve.sc,41600.332,41600.332,smcp,smcp,,011F,011F
LtnSmGCaron.sc,gcaron.sc,41600.334,41600.334,smcp,smcp,,01E7,01E7
LtnSmGMacron.sc,uni1E21.sc,41600.35,41600.35,smcp,smcp,,1E21,1E21
LtnSmGDotAbv.sc,gdotaccent.sc,41600.371,41600.371,smcp,smcp,,0121,0121
LtnSmGCedilla.sc,gcommaaccent.sc,41600.61,41600.61,smcp,smcp,,0123,0123
LtnSmG.BarBowl.sc,uni01E5.BarBowl.sc,41600.71,41600.71,smcp,smcp,,01E5,01E5
LtnSmGStrk.sc,uni01E5.sc,41600.72,41600.72,smcp,smcp,,01E5,01E5
LtnSmGDiagStrk.sc,uniA7A1.sc,41600.75,41600.75,smcp,smcp,,A7A1,A7A1
LtnSmGDiagStrk.SngBowl.sc,uniA7A1.SngBowl.sc,41600.751,41600.751,smcp,smcp,,A7A1,A7A1
LtnSmG.SngBowl.sc,g.SngBowl.sc,41610.1,41610.1,smcp,smcp,,0067,0067
LtnSmScriptG.sc,uni0261.sc,41610.11,41610.11,smcp,smcp,,0261,0261
LtnSmGAcute.SngBowl.sc,uni01F5.SngBowl.sc,41610.311,41610.311,smcp,smcp,,01F5,01F5
LtnSmGCircum.SngBowl.sc,gcircumflex.SngBowl.sc,41610.32,41610.32,smcp,smcp,,011D,011D
LtnSmGBreve.SngBowl.sc,gbreve.SngBowl.sc,41610.332,41610.332,smcp,smcp,,011F,011F
LtnSmGCaron.SngBowl.sc,gcaron.SngBowl.sc,41610.334,41610.334,smcp,smcp,,01E7,01E7
LtnSmGMacron.SngBowl.sc,uni1E21.SngBowl.sc,41610.35,41610.35,smcp,smcp,,1E21,1E21
LtnSmGDotAbv.SngBowl.sc,gdotaccent.SngBowl.sc,41610.371,41610.371,smcp,smcp,,0121,0121
LtnSmGCedilla.SngBowl.sc,gcommaaccent.SngBowl.sc,41610.61,41610.61,smcp,smcp,,0123,0123
LtnSmG.BarBowl.SngBowl.sc,uni01E5.BarBowl.SngBowl.sc,41610.71,41610.71,smcp,smcp,,01E5,01E5
LtnSmGStrk.SngBowl.sc,uni01E5.SngBowl.sc,41610.711,41610.711,smcp,smcp,,01E5,01E5
LtnSmGHook.sc,uni0260.sc,41610.81,41610.81,smcp,smcp,,0260,0260
LtnSmInsularG.sc,uni1D79.sc,41631.1,41631.1,smcp,smcp,,1D79,1D79
LtnSmTrndInsularG.sc,uniA77F.sc,41632.1,41632.1,smcp,smcp,,A77F,A77F
CySmKomiSje.sc,uni050D.sc,41640.1,41640.1,smcp,smcp,,050D,050D
LtnSmH.sc,h.sc,41700.1,41700.1,smcp,smcp,,0068,0068
LtnSmHCircum.sc,hcircumflex.sc,41700.322,41700.322,smcp,smcp,,0125,0125
LtnSmHCaron.sc,uni021F.sc,41700.334,41700.334,smcp,smcp,,021F,021F
LtnSmHDiaer.sc,uni1E27.sc,41700.36,41700.36,smcp,smcp,,1E27,1E27
LtnSmHDotAbv.sc,uni1E23.sc,41700.371,41700.371,smcp,smcp,,1E23,1E23
LtnSmHBreveBlw.sc,uni1E2B.sc,41700.432,41700.432,smcp,smcp,,1E2B,1E2B
LtnSmHDotBlw.sc,uni1E25.sc,41700.471,41700.471,smcp,smcp,,1E25,1E25
LtnSmHCedilla.sc,uni1E29.sc,41700.61,41700.61,smcp,smcp,,1E29,1E29
LtnSmHStrk.sc,hbar.sc,41700.72,41700.72,smcp,smcp,,0127,0127
CySmTshe.sc,uni045B.sc,41700.7215,41700.7215,smcp,smcp,,045B,045B
CySmDje.sc,uni0452.sc,41700.7285,41700.7285,smcp,smcp,,0452,0452
LtnSmHStrk.VertStrk.sc,hbar.VertStrk.sc,41700.79,41700.79,smcp,smcp,,0127,0127
LtnSmHHook.sc,uni0266.sc,41700.81,41700.81,smcp,smcp,,0266,0266
LtnSmHeng.sc,uniA727.sc,41700.85,41700.85,smcp,smcp,,A727,A727
LtnSmHDesc.sc,uni2C68.sc,41700.89,41700.89,smcp,smcp,,2C68,2C68
LtnSmHv.sc,uni0195.sc,41700.92,41700.92,smcp,smcp,,0195,0195
LtnSmHalfH.sc,uni2C76.sc,41701.1,41701.1,smcp,smcp,,2C76,2C76
LtnSmTurnedH.sc,uni0265.sc,41710.1,41710.1,smcp,smcp,,0265,0265
CySmShha.sc,uni04BB.sc,41720.1,41720.1,smcp,smcp,,04BB,04BB
CySmGheMiddleHook.sc,uni0495.sc,41720.2,41720.2,smcp,smcp,,0495,0495
CySmShhaDesc.sc,uni0527.sc,41720.3,41720.3,smcp,smcp,,0527,0527
CySmEn.sc,uni043D.sc,41725.1,41725.1,smcp,smcp,,043D,043D
CySmLigEnGhe.sc,uni04A5.sc,41725.2,41725.2,smcp,smcp,,04A5,04A5
CySmEnTail.sc,uni04CA.sc,41725.4,41725.4,smcp,smcp,,04CA,04CA
CySmNje.sc,uni045A.sc,41725.5,41725.5,smcp,smcp,,045A,045A
CySmEnLftHook.sc,uni0529.sc,41725.65,41725.65,smcp,smcp,,0529,0529
CySmEnHook.sc,uni04C8.sc,41725.85,41725.85,smcp,smcp,,04C8,04C8
CySmKomiNje.sc,uni050B.sc,41725.86,41725.86,smcp,smcp,,050B,050B
CySmEnMiddleHook.sc,uni0523.sc,41725.88,41725.88,smcp,smcp,,0523,0523
CySmEnDesc.sc,uni04A3.sc,41725.89,41725.89,smcp,smcp,,04A3,04A3
CySmPe.sc,uni043F.sc,41730.1,41730.1,smcp,smcp,,043F,043F
CySmPeDesc.sc,uni0525.sc,41730.189,41730.189,smcp,smcp,,0525,0525
CySmDzhe.sc,uni045F.sc,41730.3,41730.3,smcp,smcp,,045F,045F
CySmTse.sc,uni0446.sc,41730.4,41730.4,smcp,smcp,,0446,0446
CySmSha.sc,uni0448.sc,41730.5,41730.5,smcp,smcp,,0448,0448
CySmShcha.sc,uni0449.sc,41730.6,41730.6,smcp,smcp,,0449,0449
CySmPeMiddleHook.sc,uni04A7.sc,41730.88,41730.88,smcp,smcp,,04A7,04A7
LtnSmI.sc,i.sc,41800.1,41800.1,smcp,smcp,,0069,0069
CySmByelorusUkrainI.sc,uni0456.sc,41800.15,41800.15,smcp,smcp,,0456,0456
CySmByelorusUkrainI.Dotless.sc,uni0456.Dotless.sc,41800.151,41800.151,,,,0456,0456
LtnSmIAcute.sc,iacute.sc,41800.311,41800.311,smcp,smcp,,00ED,00ED
LtnSmIGrave.sc,igrave.sc,41800.313,41800.313,smcp,smcp,,00EC,00EC
LtnSmIDblGrave.sc,uni0209.sc,41800.314,41800.314,smcp,smcp,,0209,0209
LtnSmICircum.sc,icircumflex.sc,41800.32,41800.32,smcp,smcp,,00EE,00EE
LtnSmIInvBreve.sc,uni020B.sc,41800.3311,41800.3311,smcp,smcp,,020B,020B
LtnSmIBreve.sc,ibreve.sc,41800.332,41800.332,smcp,smcp,,012D,012D
LtnSmICaron.sc,uni01D0.sc,41800.334,41800.334,smcp,smcp,,01D0,01D0
LtnSmITilde.sc,itilde.sc,41800.34,41800.34,smcp,smcp,,0129,0129
LtnSmIMacron.sc,imacron.sc,41800.35,41800.35,smcp,smcp,,012B,012B
LtnSmIDiaer.sc,idieresis.sc,41800.36,41800.36,smcp,smcp,,00EF,00EF
CySmYi.sc,uni0457.sc,41800.3615,41800.3615,smcp,smcp,,0457,0457
LtnSmIDiaerAcute.sc,uni1E2F.sc,41800.36311,41800.36311,smcp,smcp,,1E2F,1E2F
LtnSmIDotAbv.sc,idotaccent.sc,41800.371,41800.371,smcp,smcp,,0069,0069
LtnSmIHookAbv.sc,uni1EC9.sc,41800.39,41800.39,smcp,smcp,,1EC9,1EC9
LtnSmIEgAlef.sc,uniA7BD.sc,41800.39,41800.39,smcp,smcp,,A7BD,A7BD
LtnSmITildeBlw.sc,uni1E2D.sc,41800.44,41800.44,smcp,smcp,,1E2D,1E2D
LtnSmIDotBlw.sc,uni1ECB.sc,41800.471,41800.471,smcp,smcp,,1ECB,1ECB
LtnSmIDotBlw.Dotless.sc,uni1ECB.Dotless.sc,41800.472,41800.472,,,,1ECB,1ECB
LtnSmIOgonek.sc,iogonek.sc,41800.62,41800.62,smcp,smcp,,012F,012F
LtnSmIOgonek.RetroHook.sc,iogonek.RetroHook.sc,41800.63,41800.63,smcp,smcp,,012F,012F
LtnSmIStrk.sc,uni0268.sc,41800.75,41800.75,smcp,smcp,,0268,0268
LtnSmIStrk.Dotless.sc,uni0268.Dotless.sc,41800.751,41800.751,,,,0268,0268
LtnSmDotlessI.sc,dotlessi.sc,41801.1,41801.1,smcp,smcp,,0131,0131
LtnSmI.Dotless.sc,i.Dotless.sc,41801.101,41801.101,smcp,smcp,,0069,0069
LtnSmLigIj.sc,ij.sc,41810.1,41810.1,smcp,smcp,,0133,0133
LtnSmIota.sc,uni0269.sc,41820.1,41820.1,smcp,smcp,,0269,0269
CySmYu.sc,uni044E.sc,41840.1,41840.1,smcp,smcp,,044E,044E
CyPalochka.sc,uni04CF.sc,41850.151,41850.151,smcp,smcp,,04CF,04CF
LtnSmCapI.sc,uni026A.sc,41850.26,41850.26,smcp,smcp,,026A,026A
LtnSmJ.sc,j.sc,41900.1,41900.1,smcp,smcp,,006A,006A
LtnSmJ.Dotless.sc,j.Dotless.sc,41900.11,41900.11,,,,006A,006A
CySmJe.sc,uni0458.sc,41900.15,41900.15,smcp,smcp,,0458,0458
CySmJe.Dotless.sc,uni0458.Dotless.sc,41900.151,41900.151,,,,0458,0458
LtnSmJCircum.sc,jcircumflex.sc,41900.32,41900.32,smcp,smcp,,0135,0135
LtnSmJ.BarTop.sc,j.BarTop.sc,41900.6,41900.6,,smcp,,,006A
LtnSmJCircum.BarTop.sc,jcircumflex.BarTop.sc,41900.632,41900.632,,smcp,,,0135
LtnSmJStrk.BarTop.sc,uni0249.BarTop.sc,41900.675,41900.675,,smcp,,,0249
LtnSmJCrossedTail.BarTop.sc,uni029D.BarTop.sc,41900.69,41900.69,,smcp,,,029D
LtnSmJStrk.sc,uni0249.sc,41900.75,41900.75,smcp,smcp,,0249,0249
LtnSmJStrk.Dotless.sc,uni0249.Dotless.sc,41900.751,41900.751,,,,0249,0249
LtnSmJCrossedTail.sc,uni029D.sc,41900.915,41900.91,smcp,smcp,,029D,029D
LtnSmJCrossedTail.Dotless.sc,uni029D.Dotless.sc,41900.9151,41900.911,,,,029D,029D
LtnSmIs.sc,uniA76D.sc,41921.1,41921.1,smcp,smcp,,A76D,A76D
CySmEl.sc,uni043B.sc,41930.1,41930.1,smcp,smcp,,043B,043B
CySmElDesc.sc,uni052F.sc,41930.15,41930.15,smcp,smcp,,052F,052F
CySmLje.sc,uni0459.sc,41930.3,41930.3,smcp,smcp,,0459,0459
CySmElHook.sc,uni0513.sc,41930.85,41930.85,smcp,smcp,,0513,0513
CySmKomiLje.sc,uni0509.sc,41930.86,41930.86,smcp,smcp,,0509,0509
CySmElMiddleHook.sc,uni0521.sc,41930.88,41930.88,smcp,smcp,,0521,0521
CySmElTail.sc,uni04C6.sc,41930.89,41930.89,smcp,smcp,,04C6,04C6
CySmLha.sc,uni0515.sc,41930.9,41930.9,smcp,smcp,,0515,0515
CySmDe.sc,uni0434.sc,41940.1,41940.1,smcp,smcp,,0434,0434
CySmDeZheLig.sc,uni052B.sc,41940.7,41940.7,smcp,smcp,,052B,052B
LtnSmK.sc,k.sc,42000.1,42000.1,smcp,smcp,,006B,006B
LtnSmKAcute.sc,uni1E31.sc,42000.311,42000.311,smcp,smcp,,1E31,1E31
LtnSmKCaron.sc,uni01E9.sc,42000.334,42000.334,smcp,smcp,,01E9,01E9
LtnSmKLineBlw.sc,uni1E35.sc,42000.45,42000.45,smcp,smcp,,1E35,1E35
LtnSmKDotBlw.sc,uni1E33.sc,42000.471,42000.471,smcp,smcp,,1E33,1E33
LtnSmKCedilla.sc,kcommaaccent.sc,42000.61,42000.61,smcp,smcp,,0137,0137
LtnSmKStrk.sc,uniA741.sc,42000.72,42000.72,smcp,smcp,,A741,A741
LtnSmKStrkRtDiagStrk.sc,uniA745.sc,42000.7275,42000.7275,smcp,smcp,,A745,A745
LtnSmKRtDiagStrk.sc,uniA743.sc,42000.75,42000.75,smcp,smcp,,A743,A743
LtnSmKDiagStrk.sc,uniA7A3.sc,42000.751,42000.751,smcp,smcp,,A7A3,A7A3
LtnSmKHook.sc,uni0199.sc,42000.81,42000.81,smcp,smcp,,0199,0199
LtnSmKDesc.sc,uni2C6A.sc,42000.93,42000.93,smcp,smcp,,2C6A,2C6A
LtnSmTurnedK.sc,uni029E.sc,42010.1,42010.1,smcp,smcp,,029E,029E
CySmKa.sc,uni043A.sc,42030.15,42030.15,smcp,smcp,,043A,043A
CySmKje.sc,uni045C.sc,42030.311,42030.311,smcp,smcp,,045C,045C
CySmBashkirKa.sc,uni04A1.sc,42030.4,42030.4,smcp,smcp,,04A1,04A1
CySmKaStrk.sc,uni049F.sc,42030.75,42030.75,smcp,smcp,,049F,049F
CySmKaVertStrk.sc,uni049D.sc,42030.79,42030.79,smcp,smcp,,049D,049D
CySmAleutKa.sc,uni051F.sc,42030.8,42030.8,smcp,smcp,,051F,051F
CySmKaHook.sc,uni04C4.sc,42030.85,42030.85,smcp,smcp,,04C4,04C4
CySmKaDesc.sc,uni049B.sc,42030.89,42030.89,smcp,smcp,,049B,049B
CySmZhe.sc,uni0436.sc,42040.1,42040.1,smcp,smcp,,0436,0436
CySmZheBreve.sc,uni04C2.sc,42040.2,42040.2,smcp,smcp,,04C2,04C2
CySmZheDiaer.sc,uni04DD.sc,42040.3,42040.3,smcp,smcp,,04DD,04DD
CySmZheDesc.sc,uni0497.sc,42040.4,42040.4,smcp,smcp,,0497,0497
LtnSmL.sc,l.sc,42100.1,42100.1,smcp,smcp,,006C,006C
LtnSmLAcute.sc,lacute.sc,42100.311,42100.311,smcp,smcp,,013A,013A
LtnSmLCaron.sc,lcaron.sc,42100.334,42100.334,smcp,smcp,,013E,013E
LtnSmLCaron.Caron.sc,lcaron.Caron.sc,42100.335,42100.335,smcp,smcp,,013E,013E
LtnSmLCircumBlw.sc,uni1E3D.sc,42100.42,42100.42,smcp,smcp,,1E3D,1E3D
LtnSmLLineBlw.sc,uni1E3B.sc,42100.45,42100.45,smcp,smcp,,1E3B,1E3B
LtnSmLDotBlw.sc,uni1E37.sc,42100.471,42100.471,smcp,smcp,,1E37,1E37
LtnSmLDotBlwMacron.sc,uni1E39.sc,42100.47135,42100.47135,smcp,smcp,,1E39,1E39
LtnSmLCedilla.sc,lcommaaccent.sc,42100.61,42100.61,smcp,smcp,,013C,013C
LtnSmLBar.sc,uni019A.sc,42100.72,42100.72,smcp,smcp,,019A,019A
LtnSmLHighBar.sc,uniA749.sc,42100.721,42100.721,smcp,smcp,,A749,A749
LtnSmDblBarredL.sc,uni2C61.sc,42100.73,42100.73,smcp,smcp,,2C61,2C61
LtnSmLMiddleTilde.sc,uni026B.sc,42100.74,42100.74,smcp,smcp,,026B,026B
LtnSmLStrk.sc,lslash.sc,42100.75,42100.75,smcp,smcp,,0142,0142
LtnSmLMiddleDot.sc,ldot.sc,42100.771,42100.771,smcp,smcp,,0140,0140
