# 2017-01-19 02:18:08 ../../pysilfont/scripts/tools/UFOpsnamesmap.py
# GentiumPlus-Regular.ufo

LtnSmAOgonek.RetroHook,aogonek.RetroHook
CySmGheStrk.sc,uni0493.sc
LtnSmOi.sc,uni01A3.sc
LtnSmLDotBlwMacron.sc,uni1E39.sc
LtnCapHStrk.VertStrk,Hbar.VertStrk
LtnSmAAcute.SngStory,aacute.SngStory
GrSmOmegaWPerisYpo.Por,uni1FF7.Por
LtnSmABreveGrave.SngStory.VN.LP,uni1EB1.SngStory.VN.LP
GrCapIotaWDasiaPeris.Por,uni1F3F.Por
LtnSmMAcute.sc,uni1E3F.sc
SubsetOf,uni2282
IndianRupeeSgn,uni20B9
LtnSmYDotBlw.sc,uni1EF5.sc
CombShortSolidusOverlay,uni0337
LtnSmACircumHookAbv.sc,uni1EA9.sc
LtnCapIAcute,Iacute
CySmAbkhasDze.RevSigmaStyle,uni04E1.RevSigmaStyle
LtnSmDBDigraphDep,uniF240
LtnSmLCircumBlw.SItal,uni1E3D.SItal
CySmBe,uni0431
GrRevLunateSigma,uni037B
LtnSmSCaron.sc,scaron.sc
LtnSmACaron.2StorySItal.LP,uni01CE.2StorySItal.LP
LtnSmEHookAbv.sc,uni1EBB.sc
TnLtrNineSeg34,uniF1F3F1F4
LtnSmUDiaerGrave.sc,uni01DC.sc
LtnSmOTildeMacron,uni022D
LtnSmX.sc,x.sc
LtnSmDMiddleTilde,uni1D6D
TnLtrNineSeg31,uniF1F3F1F1
LtnCapDCedilla,uni1E10
TnLtrNineSeg33,uniF1F3
LtnSmADiaer.SngStory.sc,adieresis.SngStory.sc
LtnSmUHorn,uhorn
TnLtrNineSeg38,uniF1F3F1F8
TnLtrNineSeg39,uniF1F3F1F9
GrCapOmegaWPsili,uni1F68
EqSgn,equal
GrCapRevDottedLunateSigma,uni03FF
LtnSmAeAcute.2StorySItal.LP,aeacute.2StorySItal.LP
LtnSmABreveTilde.VN.LP,uni1EB5.VN.LP
CySmADiaer,uni04D3
LtnCapOInvBreve,uni020E
LtnSmMHook,uni0271
FontVertMetricsMrkrLft,uniF132
ModChinantecTnMrkDotHorizBar,uniA719
LtnSmOMacronGrave.sc,uni1E51.sc
LtnCapLLDigraph,uni1EFA
MathLftWhiteSqrBrac,uni27E6
GrCapEtaWPsiliVariaPros,uni1F9A
LtnSmK,k
LtnSmHCircum,hcircumflex
DotTnLtr3Dep,uniF1D7
LtnSmInsularS,uniA785
LtnSmEStrkDep,uniF220
LtnCapABreveAcute,uni1EAE
LtnSmARingBlw.sc,uni1E01.sc
LtnSupSmZDep,uniF1B6
LtnSmECircumGrave.sc,uni1EC1.sc
ModMiddleDblAcuteAccent,uni02F6
LtnCapLCaron,Lcaron
LtnSmUHookAbv,uni1EE7
LtnSmHalfH,uni2C76
TnLtrNineSeg75,uniF1F7F1F5
FunctionApplication,uni2061
GrSmIotaWDasiaOxia,uni1F35
LtnSmInsularD,uniA77A
LtnSmInsularG,uni1D79
LtnSmInsularF,uniA77C
TnLtrNineSeg53.Lines,uniF1F5F1F3.Lines
LtnSmADotAbvMacron.SngStory.LP,uni01E1.SngStory.LP
CySmEl.sc,uni043B.sc
LtnSmCCurl,uni0255
ModHalfTriangularColon,uni02D1
LtnCapMDotBlw,uni1E42
LtnSmOpnORetrHook.TopSerif,uni1D97.TopSerif
GrSmEpsilonWDasiaOxia,uni1F15
CyCapKaStrk,uni049E
LtnSmTMiddleTildeDep,uniF252
ModCircumAccent,circumflex
LtnSmGCaron,gcaron
LtnSmAOgonek.2StorySItal.RetroHook,aogonek.2StorySItal.RetroHook
LtnCapKCaron,uni01E8
VS15.ShowInv,uniFE0E.ShowInv
LtnSmEDiaer.sc,edieresis.sc
LtnSmUDiaerAcute.sc,uni01D8.sc
LtnSmIAcute.SItal.LP,iacute.SItal.LP
CySmEnMiddleHook,uni0523
LtnSmUpsilonStrk,uni1D7F
LtnSmWAcute.sc,wacute.sc
LtnCapGMacron,uni1E20
GrOxia,uni1FFD
LtnSmZCircum,uni1E91
LtnSmAOgonek.SngStory.RetroHook.sc,aogonek.SngStory.RetroHook.sc
Integral,integral
LtnSmHDotBlw,uni1E25
LtrAlef,uni2135
SmRomNumOneThousand,uni217F
GrSmAlphaWPsiliOxia,uni1F04
LtnSmNDotAbv,uni1E45
InvisibleTimes,uni2062
CyCapDeZheLig,uni052A
ModOpenNine,uniA770
LtnSmITildeBlw.SItal,uni1E2D.SItal
CyCapIeGrave,uni0400
SupplRtAngleSubMkrDot,uni2E01
LtnSmZCaron.SItal,zcaron.SItal
SqrTxtBracHighRt,uni2309
LtnSmTCedilla,uni0163
LtnCapOMacronAcute,uni1E52
LtnSmOCircumTilde.VN.sc,uni1ED7.VN.sc
LtnSupSmAlpha,uni1D45
LtnCapECircumBlw,uni1E18
DotTnLtr2Dep,uniF1D8
LtnSmZDesc,uni2C6C
CombCircumBlw,uni032D
LtnSmTurnedHFishhookTail,uni02AF
LtnSmIStrk.LP,uni0268.LP
GrCapNu,Nu
LtnSmACircum.2StorySItal,acircumflex.2StorySItal
DottedCirc,uni25CC
LtnCapECaron,Ecaron
SubFive,uni2085
CombAcute.LP,acutecomb.LP
GrCapPsi,Psi
CombDblInvBreve.UU,uni0361.UU
LtnSmTDiaer.LP,uni1E97.LP
LtnSmOLngStrk,uniA74B
CombDblInvBreve.UL,uni0361.UL
LtnSmECircumDotBlw.LP,uni1EC7.LP
CySmRevZeDep,uniF32B
TnLtrSeg13,compTnLtrSeg13
LtnSmAMacron.SngStory,amacron.SngStory
TnLtrNineSeg28.Lines,uniF1F2F1F8.Lines
SqrTxtBracLowRt,uni230B
LtnSmVPalHookDep,uniF231
ModTnYinShangDep,uniF1E0
LtnSmRDiagStrk,uniA7A7
LtnSmSPalHook,uni1D8A
LtnRetrClick,uni01C3
CySmShortITail.sc,uni048B.sc
NotIdenticalTo,uni2262
LtnSmSPalHookDep,uniF22F
LtnSmEng.BaselineHook.sc,eng.BaselineHook.sc
CySmByelorusUkrainI.Dotless,uni0456.Dotless
Solidus,slash
LtnCapCCircum,Ccircumflex
ModTnYangRu,uniA707
GrUpsilonWHookSym,Upsilon1
Ogonek,ogonek
CySmGheStrk,uni0493
LtnSmUHornGrave.LP,uni1EEB.LP
LtnSmEMacronAcute.LP,uni1E17.LP
PilcrowSgn,paragraph
DigitSix.Sophia,compDigitSix
LtnCapLHighBar,uniA748
LtnSmZCaron,zcaron
CyCapAbkhasHa,uni04A8
LtnCapUGrave,Ugrave
LtnSmGMacron.sc,uni1E21.sc
LtnSmMDotBlw,uni1E43
LtnCapEOgonek.RetroHook,Eogonek.RetroHook
LtnSmSchwa,uni0259
GrCapXi,Xi
CySmGheMiddleHook,uni0495
LtnSmECircum.sc,ecircumflex.sc
LtnSmODotAbvMacron.LP,uni0231.LP
ModApos.Lrg,uni02BC.Lrg
RomNumOneThousandCD,uni2180
LtnCapUHorn,Uhorn
LtnSmACircumAcute.SngStory,uni1EA5.SngStory
LtnSmVRtHook,uni2C71
CyCapLigEnGhe,uni04A4
LtnSmAMacron.LP,amacron.LP
CySmQa,uni051B
CombLftHarpoonBarbDwnBlw,uni20ED
MaleSgn,uni2642
LtnSmHeng.sc,uniA727.sc
LtnSmTurnedRHook,uni027B
CombCedilla,uni0327
LtnSmQHookTailDep,uniF211
CombNotTildeAbv,uni034A
LtnSmLLDigraph,uni1EFB
CyCapIzhitsa,uni0474
LtnCapKDesc,uni2C69
LtnSmCStrk.sc,uni023C.sc
SupplLftTransBrac,uni2E09
ModSmCDep,uniF1B9
CyCapYat,uni0462
CySmTeDesc,uni04AD
CyCapHardSgn,uni042A
LtnCapIBreve,Ibreve
RtBtmParen,uni23A0
LtnCapDSmZCaron.sc,uni01C5.sc
VS10,uniFE09
VS11,uniFE0A
VS16,uniFE0F
VS14,uniFE0D
VS15,uniFE0E
LtnCapNSmJ.LP,uni01CB.LP
CyCapYae,uni0518
ModSmBeta.Serif,uni1D5D.Serif
LtnSmUMacron.LP,umacron.LP
LtnLigSmFSmFSmL,f_f_l
LtnSmGamma,uni0263
LtnLigSmFSmFSmI,f_f_i
LtnCapUDiaerMacron,uni01D5
LtnSmDCaron.Caron,dcaron.Caron
LtnSmDTopbar,uni018C
TnLtrDot4,compTnLtrDot4
LtnCapOOgonekMacron.RetroHook,uni01EC.RetroHook
LtnSmNLineBlw,uni1E49
LtnSmVTilde.SItal.LP,uni1E7D.SItal.LP
LtnCapMHook,uni2C6E
CySmAbkhasChe,uni04BD
GrCapAlphaWPros,uni1FBC
LtnSmDz.sc,uni01F3.sc
LtnCapN.Sophia,compLtnCapN
LtnSmUHornDotBlw.sc,uni1EF1.sc
CySmEnMiddleHook.sc,uni0523.sc
Dagger,dagger
SmRomNumFifty,uni217C
CyCapShhaDescDep,uniF32C
LtnSmYHookAbv.sc,uni1EF7.sc
GrCapUpsilonWDasia,uni1F59
LtnSmAGrave,agrave
LtnCapGDotAbv,Gdotaccent
LtnCapWCircum,Wcircumflex
LtnSmUGrave.LP,ugrave.LP
LtnCapInvM,uniA7FD
LtnSmECircumBlw,uni1E19
CySmPalochka,uni04CF
LtnCapADotBlw,uni1EA0
LtnSmOGrave.sc,ograve.sc
CyCapLje,uni0409
LtnSmOTildeAcute.sc,uni1E4D.sc
GrSmUpsilonWDialOxia,uni1FE3
TnLtr2,uni02E8
TnLtr3,uni02E7
LtnSmRPalHook,uni1D89
TnLtr4,uni02E6
ModTnYinRu,uniA706
LtnSmJStrk.sc,uni0249.sc
LtnSmACircumHookAbv.SngStory.LP,uni1EA9.SngStory.LP
ModChinantecTnMrkDotHorizBarDep,uniF19A
LtnCapVHook.StraightLft,uni01B2.StraightLft
CySmKomiZje,uni0505
ModSmMHookDep,uniF1C0
LtnSmECircumHookAbv.VN.sc,uni1EC3.VN.sc
GrSmCapLamda,uni1D27
LtnSmGDotAbv,gdotaccent
Ampersand,ampersand
LtnSmUTilde.LP,utilde.LP
RomNumSix,uni2165
CyCapEnDesc,uni04A2
LtnSmABreveGrave.SngStory.VN.sc,uni1EB1.SngStory.VN.sc
SqrTxtBracLowLft,uni230A
VulgFracThreeQuarters,threequarters
GrDasiaPeris.Por,uni1FDF.Por
CySmDe.sc,uni0434.sc
LtnCapGlottalStop,uni0241
LtnSmGBarredSngBowl,uni01E5.BarBowl.SngBowl
TnLtrNineSeg37.Lines,uniF1F3F1F7.Lines
LtnSmAGrave.2StorySItal,agrave.2StorySItal
GrCapSigma,Sigma
SubNine,uni2089
TnLtrNineSeg36,uniF1F3F1F6
LtnCapSSwashTail,uni2C7E
LtnCapYDotBlw,uni1EF4
TnLtrNineSeg37,uniF1F3F1F7
LtnSmIGrave.sc,igrave.sc
LtnWynn,uni01BF
LtnSmAeAcute.2StorySItal,aeacute.2StorySItal
LtnSmPAcute.sc,uni1E55.sc
ModStressHighTn,uniA720
LtnSmD.sc,d.sc
LtnSmARingAbv.2StorySItal,aring.2StorySItal
TnLtrNineSeg94.Lines,uniF1F9F1F4.Lines
ModGraveAccentDep,uniF195
LtnSmSquatRevEsh,uni0285
LtnSmUOgonek,uogonek
LtnSmZStrk,uni01B6
LtnSmICaron.SItal,uni01D0.SItal
LtnYr,uni01A6
LtnSmDPalHook,uni1D81
CyCapKomiSje,uni050C
LtnSmYHookAbv,uni1EF7
LtnSmAStrk.sc,uni2C65.sc
TnLtrNineSeg12,uniF1F1F1F2
CombGrave_Acute_GraveDep,uniF175
LtnSmABreveAcute.LP,uni1EAF.LP
LtnSmTCircumBlw,uni1E71
CyCapSemisoftSgn,uni048C
LtnSmZHook,uni0225
LtnSmAADigraph.sc,uniA733.sc
LtnSmAODigraph.sc,uniA735.sc
CombDblInvBreveLft,uniFE20
LtnSmL.sc,l.sc
LtnRevEshLoop,uni01AA
LtnSmClosedOpnE,uni029A
LtnSmEDiaer.LP,edieresis.LP
DigitFour,four
OhmSgn,Omega
LtnSmOCircumDotBlw,uni1ED9
LtnSmOpenNine,uniA76F
LtnSmLezh,uni026E
LtnSmUBar,uni0289
CySmEsDesc,uni04AB
GrSmIotaWDial,iotadieresis
LtnCapRDotBlw,uni1E5A
LtnSmIDiaerAcute.SItal,uni1E2F.SItal
LtnSmDz,uni01F3
LtnSmOTildeDiaer,uni1E4F
CombMacron.Short.LP,uni0304.Short.LP
GrCapEpsilonWVaria,uni1FC8
ThereDoesNotExist,uni2204
DigitEight,eight
LtnSmCCircum.LP,ccircumflex.LP
LtnSmUpsilon.sc,uni028A.sc
SupPlusSgn,uni207A
GrSmUpsilonWDasiaVaria,uni1F53
CyCapKomiZje,uni0504
LtnSmOHookAbv.sc,uni1ECF.sc
LtnSmDHook,uni0257
RtBtmCurlyBrac,uni23AD
GrSmIotaWPsiliPeris,uni1F36
TnLtrNineSeg45.Lines,uniF1F4F1F5.Lines
CySmElDesc,uni052F
LtnSmAVDigraph.sc,uniA739.sc
LtnSmETilde.sc,uni1EBD.sc
TnLtrNineSeg23,uniF1F2F1F3
LtnSmNCaron.sc,ncaron.sc
TnLtrNineSeg21,uniF1F2F1F1
LtnCapAOgonek,Aogonek
TnLtrNineSeg27,uniF1F2F1F7
CyCapStraightUStrk,uni04B0
LtnCapACircumAcute,uni1EA4
TnLtrNineSeg24,uniF1F2F1F4
RtArrwStrk,uni219B
TnLtrNineSeg29,uniF1F2F1F9
TnLtrNineSeg28,uniF1F2F1F8
CombDblRingBlw,uni035A
GrSmCapPsi,uni1D2A
CopyrightSgn,copyright
LtnCapACircumTilde,uni1EAA
LtnSmInsularT.sc,uniA787.sc
LtnSmWDiaer,wdieresis
LtnSmRumRotunda.sc,uniA75D.sc
LtnSmZDotBlw,uni1E93
ReplChar,uniFFFD
CombAlmostEqToBlw,uni1DFD
CySmHaStrk.sc,uni04FF.sc
CombHomotheticAbv,uni034B
TnContLft24,uniA713.2
LtnSmZCircum.SItal.LP,uni1E91.SItal.LP
LtnCapOpnE,uni0190
LtnCapOpnO,uni0186
ModLowGraveAccent,uni02CE
CyCapKomiTje,uni050E
LtnSmGDotAbv.LP,gdotaccent.LP
Because,uni2235
CySmBe.sc,uni0431.sc
LtnSmSCircum.sc,scircumflex.sc
ModChinantecTnMrkDotSlash,uniA718
LtnCapUOgonek,Uogonek
SqrTxtBracHighLftShort,uni231C
CySmKomiZje.sc,uni0505.sc
LtnSmUBreve,ubreve
GrCapRevLunateSigma,uni03FD
CySmShcha.sc,uni0449.sc
LtnSmQ.sc,q.sc
LtnSmLBelt.sc,uni026C.sc
CombBreveHook.VN,uni0306_hookabovecomb.VN
LtnCapM.Sophia,compLtnCapM
LtnSmZStrk.sc,uni01B6.sc
GrCapAlphaWDasiaOxiaPros,uni1F8D
LtnCapAODigraph,uniA734
LtnSmEGrave.sc,egrave.sc
LtnCapOTildeMacron,uni022C
LtnCapODblAcute,Ohungarumlaut
LtnSmFHook,florin
GrSmEtaWOxiaYpo,uni1FC4
LtnSmTzDigraph,uniA729
GrSmAlphaWDasiaVaria,uni1F03
CySmKomiDje,uni0503
TnLtrSeg44,compTnLtrSeg44
LtnSmABreveGrave.2StorySItal.VN,uni1EB1.2StorySItal.VN
LtnSmOStrk,oslash
LtnSupSmCapOe,uniF1AE
LtnSmCapOu.OpenTop,uni1D15.OpenTop
TnContLft21,uniA716.2
SmRomNumEleven,uni217A
LtnSupSmOpnO.TopSerif,uni1D53.TopSerif
LtnSmECircumGrave.LP,uni1EC1.LP
FigureDash,figuredash
LtnCapLMiddleTilde,uni2C62
LtnSmTurnedH,uni0265
ModSmChi,uni1D61
LtnSmP.sc,p.sc
TnContRt22,uni02E8.2
LtnSmOInvBreve.sc,uni020F.sc
GrCapOmegaWTonos,Omegatonos
TnContRt23,uni02E8.3
CySmKomiLje,uni0509
LtnCapTurnedK,uniA7B0
LtnSmXDotAbv.LP,uni1E8B.LP
CombDblGrave,uni030F
LtnSmECircumDotBlw.sc,uni1EC7.sc
LtnSmABreveAcute.2StorySItal.LP,uni1EAF.2StorySItal.LP
LtnSmZSwashTailDep,uniF257
CombAcuteBlw,uni0317
LtnSmIOgonek.LP,iogonek.LP
LtnSmNLftHook.LCStyle.sc,uni0272.LCStyle.sc
LtnSmInsularR,uniA783
LtnSmPPalHook,uni1D88
AtSgn,at
CySmHaDesc.sc,uni04B3.sc
ObjectReplChar,uniFFFC
LtnSmInsularT,uniA787
LtnSmTurnedT,uni0287
LtnCapZCaron,Zcaron
LtnSmTurnedV,uni028C
LtnSmTurnedW,uni028D
LtnSmTurnedR,uni0279
LtnSmAMacron.SngStory.sc,amacron.SngStory.sc
CombMacronBlw.Short,uni0331.Short
LtnSmEzhCaron,uni01EF
LtnSmHStrk.sc,hbar.sc
CySmShha,uni04BB
FemaleSgn,uni2640
GTSgn,greater
LtnSmTurnedE,uni01DD
LtnSmACircumGrave,uni1EA7
LtnSmTurnedG,uni1D77
LtnSmLCircumBlw.sc,uni1E3D.sc
LtnSmTurnedA,uni0250
CySmIeBreve,uni04D7
LtnSmTrndI,uni1D09
LtnSmG.sc,g.sc
LtnSmLDotBlw.sc,uni1E37.sc
LtnSmLigIj.sc,ij.sc
LtnSmLngSDiagStrk,uni1E9C
LtnSmACircum.SngStory.LP,acircumflex.SngStory.LP
VulgFracTwoFifths,uni2156
LtnLigSmFSmF.sc,f_f.sc
LtnCapLBrkn,uniA746
TnLtrSeg42,compTnLtrSeg42
GrCapOmegaWDasiaOxiaPros,uni1FAD
LtnGlottalStop,uni0294
LtnCapSmAlphaDep,uniF208
LtnSmCapEzh,uni1D23
LtnSmYStrk,uni024F
LtnSmHDiaer,uni1E27
LtnSmThorn,thorn
LtnSmHengHook,uni0267
RomNumSeven,uni2166
GrSmUpsilonWPsiliPeris,uni1F56
LtnSmT.sc,t.sc
CySmBarredO,uni04E9
LtnSmPLowCurl,uniA753
LtnSmTurnedAlpha,uni0252
GrSmOmegaWPsiliPeris,uni1F66
CyCapDe,uni0414
GrSmOmegaWDasiaOxia,uni1F65
LtnSupSmOeDep,uniF1AD
ModMacron,uni02C9
GrPsiliPeris.Por,uni1FCF.Por
LtnSmBottomHalfO,uni1D17
VulgFracTwoThirds,twothirds
LtnCapODiaer,Odieresis
GrYpo,uni037A
LtnSmMDotAbv.sc,uni1E41.sc
LtnSmCCedillaAcute.sc,uni1E09.sc
LtnSmRPalHookDep,uniF22E
GrCapMu,Mu
LtnCapE.Sophia,compLtnCapE
VS13.ShowInv,uniFE0C.ShowInv
LtnCapNCaron,Ncaron
LtnSmOCircumHookAbv,uni1ED5
SmRomNumFour,uni2173
CombDotAbv,uni0307
LtnSmACaron.SngStory,uni01CE.SngStory
LtnSmC.sc,c.sc
LtnSmUDblAcute,uhungarumlaut
LtnSmRInvBreve,uni0213
LtnSmNAcute.LP,nacute.LP
DblDagger,daggerdbl
LtnSmBHook,uni0253
ModLowAcuteAccent,uni02CF
LtnCapUDiaerAcute,uni01D7
LtnCapOOgonek.RetroHook,uni01EA.RetroHook
LtnSmInsularF.sc,uniA77C.sc
LtnSmEzhRev,uni01B9
GrRevDottedLunateSigma,uni037D
NoBreakSpace,uni00A0
LtnCapV.Sophia,compLtnCapV
LtnCapECircum,Ecircumflex
LtnCapXDotAbv,uni1E8A
EnQuad,uni2000
GrSmOmegaWPeris,uni1FF6
InvisibleTimes.ShowInv,uni2062.ShowInv
TnLtrNineSeg68.Lines,uniF1F6F1F8.Lines
QuadruplePrime,uni2057
CombCommaAbvRt,uni0315
LtnSmAGrave.SngStory.sc,agrave.SngStory.sc
CySmBashkirKa,uni04A1
LtnSmADiaer,adieresis
LtnSmSchwaRetrHook,uni1D95
RomNumFour,uni2163
ModMiddleDblGraveAccent,uni02F5
LtnSmACircumHookAbv.2StorySItal.VN.LP,uni1EA9.2StorySItal.VN.LP
GrLunateSigma,uni03F2
LtnSmEzhCurl,uni0293
LtnSmYogh.sc,uni021D.sc
GrSmRhoWPsili,uni1FE4
LtnCapC.Sophia,compLtnCapC
CombLftAngAbv,uni031A
LtnSmZPalHook.sc,uni1D8E.sc
LtnSmABreveDotBlw.sc,uni1EB7.sc
CySmTse,uni0446
LtnSmYDotAbv.LP,uni1E8F.LP
LtnSmPDotAbv,uni1E57
LtnSmHHook,uni0266
LtnSmQDiagStrk.sc,uniA759.sc
CombLftHalfRingAbv,uni0351
LtnSmRDotBlwMacron.LP,uni1E5D.LP
LtnCapCCedillaAcute,uni1E08
LtnSmHDescDep,uniF222
GrCapEtaWPsiliVaria,uni1F2A
CyCapEnHook,uni04C7
LtnSmTHook.RtHook,uni01AD.RtHook
TnLtrNineSeg33.Lines,uniF1F3.Lines
LtnSmCapSmRHookTail,uni027D.LCStyle.sc
CySmByelorusUkrainI,uni0456
LtnSmUCaron.sc,uni01D4.sc
LtnSmAlpha,uni0251
LtnSmVend.sc,uniA769.sc
LtnSmOCircumHookAbv.VN.sc,uni1ED5.VN.sc
LtnSmIStrk.sc,uni0268.sc
GrCapUpsilonWMacron,uni1FE9
IntlnrAnnotationAnchor,uniFFF9
LtnCapSmQHookTail,uni024A
LtnCapDDotBlw,uni1E0C
CyCapKaVertStrk,uni049C
LtnSmNCaron.LP,ncaron.LP
LftStemTnLtr4,uniA713
LftStemTnLtr5,uniA712
LftStemTnLtr1,uniA716
LftStemTnLtr2,uniA715
LftStemTnLtr3,uniA714
CySmABreve.sc,uni04D1.sc
LtnSmNum,uniA774
LtnSmAHookAbv.sc,uni1EA3.sc
LtnSmOCircumAcute.VN,uni1ED1.VN
LtnSmECedilla,uni0229
ModLowDwnArrwhd,uni02EF
LtnSmUHornTilde.LP,uni1EEF.LP
ModLowCircum,uniA788
GrCapEtaWOxia,uni1FCB
ModSmTurnedHDep,uniF1BB
LtnSmNCircumBlw,uni1E4B
GrCapEtaWDasiaPros,uni1F99
GrCapAlphaWVaria,uni1FBA
PesetaSgn,peseta
LtnSmLPalHook,uni1D85
SupSeven,uni2077
LtnSmECedilla.sc,uni0229.sc
LtnSmHDotAbv,uni1E23
LtnSmWDotAbv.sc,uni1E87.sc
LtnSmIAcute.LP,iacute.LP
CyCapChe,uni0427
LtnSmCAcute.sc,cacute.sc
LtnCapUDiaerBlw,uni1E72
GrSmSampi,uni03E1
TnLtrSpcDotRight,compTnLtrSpcDotRight
LtnSmNTilde.LP,ntilde.LP
LtnSmSCommaBlw.sc,uni0219.sc
CySmKaVertStrk.sc,uni049D.sc
SmRomNumNine,uni2178
CySmTse.sc,uni0446.sc
CySmUDblAcute,uni04F3
TnLtrNineSeg95.Lines,uniF1F9F1F5.Lines
LtnSmIDblGrave.sc,uni0209.sc
GrKoppa,uni03DE
LtnSmTHook.RtHook.sc,uni01AD.RtHook.sc
LtnSmAStrk.SngStory,uni2C65.SngStory
LtnSmUGrave.sc,ugrave.sc
LtnSmEOgonek.sc,eogonek.sc
LtnSmClosedOmega,uni0277
LtnSmOTilde.LP,otilde.LP
CySmIzhitsa,uni0475
LtnSmOCircumGrave.VN.sc,uni1ED3.VN.sc
CyCapKaDesc,uni049A
CombInvBreve.UU,uni0311.UU
GrSmUpsilonWDasiaPeris,uni1F57
CombFermata,uni0352
CombInvBreve.UL,uni0311.UL
TugrikSgn,uni20AE
LtnSmIDiaer.LP,idieresis.LP
GrSmEtaWTonos,etatonos
CySmShcha,uni0449
DwnDblArrw,arrowdbldown
LtnCapTzDigraph,uniA728
LtnCapEGrave,Egrave
GrCapIota,Iota
CombDblInvBreve.LL,uni0361.LL
LtnCapEgAlef,uniA722
LtnCapGBreve,Gbreve
LtnCapODblGrave,uni020C
LtnSmECircumTilde.VN.LP,uni1EC5.VN.LP
LtnSmDotlessJStrk,uni025F
ModSmJCrossedTail,uni1DA8
LtnSmABreveAcute.VN.sc,uni1EAF.VN.sc
LtnSmIDblGrave,uni0209
LtnSmNj,uni01CC
LtnSmAAcute.SngStory.LP,aacute.SngStory.LP
VS16.ShowInv,uniFE0F.ShowInv
LtnSmQStrk.sc,uniA757.sc
LtnSmEMacron,emacron
TnLtrNineSeg81.Lines,uniF1F8F1F1.Lines
InvisibleSeparator.ShowInv,uni2063.ShowInv
CyCapKomiLje,uni0508
LtnSmODotAbv.LP,uni022F.LP
LtnSmDCaron,dcaron
TnLtrNineSeg24.Lines,uniF1F2F1F4.Lines
LtnVcdLrynglSpirant,uni1D24
LtnSmMAcute,uni1E3F
LtnSupSmTurnedAlpha,uni1D9B
GrSmOmegaWPsiliYpo,uni1FA0
LtnSmIMacron.SItal,imacron.SItal
LtnSmECircumTilde,uni1EC5
GrCapIotaWOxia,uni1FDB
ModLowLftArrwhd,uni02F1
LtnCapBLineBlw,uni1E06
LtnSmOStrkAcute.sc,oslashacute.sc
LtnSmTrndOpnE,uni1D08
CurlyBracExt,uni23AA
DblLowLine,underscoredbl
LtnCapHeng,uniA726
LtnCapRevOpnE,uniA7AB
TwoEmDash,uni2E3A
LtnCapTurnedVDep,uniF219
LtnSmACircumTilde.SngStory.VN.sc,uni1EAB.SngStory.VN.sc
CombRtArrwhdBlw,uni0355
CombCircumTilde.VNLP,uni0302_tildecomb.VNLP
LtnCapACircumTilde.VN,uni1EAA.VN
TnContLft11,uniA716.1
CySmKomiLje.sc,uni0509.sc
LtnSmEt,uniA76B
LtnSmEzhCaron.LP,uni01EF.LP
LtnSmACircumTilde.2StorySItal.LP,uni1EAB.2StorySItal.LP
VS5.ShowInv,uniFE04.ShowInv
LtnSmAVDigraphStrk.sc,uniA73B.sc
ModRaisedDwnArrwDep,uniF19D
LtnSmPPalHookDep,uniF22D
LtnCapUTilde,Utilde
LtnSubSmSchwa,uni2094
CombVertTilde,uni033E
LtnSmATilde.sc,atilde.sc
LtnSmMDotAbv,uni1E41
NominalDigitShapes,uni206F
LtnSmJStrkDep,uniF260
GrSmRho,rho
LtnSmIDotAbv,idotaccent
TnContRt35,uni02E7.5
LtnCapNCircumBlw,uni1E4A
LtnCapVHook.StraightLftHighHook,uni01B2.StraightLftHighHook
LtnCapZCircum,uni1E90
CySmEnDesc.sc,uni04A3.sc
LtnSmLRetrHookBeltDep,uniF266
TnLtrNineSeg43.Lines,uniF1F4F1F3.Lines
LftCurlyBrac,braceleft
CyCapEmTail,uni04CD
LtnSmATilde,atilde
CySmLha,uni0515
LtnSmABreveDotBlw.SngStory.sc,uni1EB7.SngStory.sc
LtnSmOCircumTilde.VN,uni1ED7.VN
SupThree,threesuperior
GrCapAlpha,Alpha
CyCapAbkhasDze.RevSigmaStyle,uni04E0.RevSigmaStyle
TnContRt34,uni02E7.4
LtnSmODiaer,odieresis
CyCapShhaDesc,uni0526
GrCapAlphaWDasiaVariaPros,uni1F8B
CyCapErTick,uni048E
LtnSmPStrk.sc,uni1D7D.sc
LftToRtOverride,uni202D
TnContLft14,uniA713.1
LtnSmADblGrave.SngStory,uni0201.SngStory
GrCapTheta,Theta
TnLtrNineSeg17.Lines,uniF1F1F1F7.Lines
LtnSmADotAbv.SngStory.LP,uni0227.SngStory.LP
CySmUkrainIe.sc,uni0454.sc
LtnSmEDotBlw.sc,uni1EB9.sc
CombInvBridgeBlw,uni033A
LtnSmARingBlw,uni1E01
LtnSmDCaron.Caron.sc,dcaron.Caron.sc
ModTnYangPingDep,uniF1E3
GrSmAlphaWPsiliPerisYpo.Por,uni1F86.Por
LtnSmUHorn.sc,uhorn.sc
CombAcute_Macron,uni1DC7
ModVoicing,uni02EC
DigitZero,zero
LtnSmABreve.sc,abreve.sc
TnStaffRt3no,uni02E7.rstaffno
NotSupersetOf,uni2285
GrDasiaOxia,uni1FDE
EnSpace,uni2002
GrNumSgn,uni0374
CySmAbkhasHa.sc,uni04A9.sc
LtnSmRBarredStem.sc,uni024D.sc
LtnSmBarredO,uni0275
LtnCapOpenSix,uni1EFC
LtnSmOCircumDotBlw.sc,uni1ED9.sc
